user_id,N_cards,N_notes,N_decks,N_presets,mem_bytes
2180,27010,22049,213,1,409153280
5012,35578,19445,8,2,408887808
2922,25225,22752,113,2,408835584
7728,30459,20524,476,1,408831232
5642,23192,22816,538,1,408208896
6718,25842,21844,583,5,407886848
3827,25361,22541,133,1,407007744
3771,26715,21766,353,1,406611712
1881,24466,22461,385,1,406455040
7959,27299,22008,8,2,406320128
888,24505,21958,742,1,406272256
2220,22625,22189,1029,1,406102528
6424,29317,20614,518,10,405884928
4073,23380,23145,104,2,405780480
9087,29762,21044,77,1,405641216
4020,23087,23087,201,1,405423616
6953,23319,22851,308,1,405214720
6487,24545,22744,62,9,404975360
3982,23199,22409,647,1,404823040
4284,25106,22624,5,1,404753408
7650,26620,21127,717,4,404231168
2938,23799,22926,63,1,404017920
8559,22707,22667,527,1,403961344
1558,24686,22346,260,2,403748096
7284,23354,22790,237,3,403360768
6466,29242,20794,243,2,403016960
8861,27560,21535,92,1,402729728
8719,25649,21750,390,2,402420736
7632,34624,19197,53,1,402268416
9143,24618,22591,6,1,402216192
5490,24197,21666,739,1,401067264
8015,24168,22470,137,1,400958464
7612,24021,22228,335,5,400658176
489,22481,21637,1142,16,400431872
4655,37288,18065,129,2,400418816
9897,29201,20847,44,3,400079360
5725,24331,21892,476,1,400022784
3969,24184,21802,572,1,399879168
6916,22942,22942,26,1,399853056
3854,22854,22600,289,1,399583232
3742,25871,21949,10,3,399383040
9677,23243,22541,208,7,399174144
4596,26660,21448,177,1,399156736
1245,24502,22378,16,3,399130624
5230,22992,21749,863,2,399078400
5986,22904,22904,6,5,398895616
5289,23127,22135,527,1,398843392
6433,22997,22822,44,1,398839040
8033,22997,22824,23,3,398525696
8394,22807,22807,10,1,397224448
9042,23494,22178,299,1,397032960
8749,31125,19992,14,1,396741376
9012,36440,18220,10,1,396667392
4214,22747,22747,9,4,396201728
7483,29552,20139,222,2,395448832
2181,22372,22161,451,3,394600192
1868,24258,21458,494,1,394352128
1533,27964,20119,566,1,394252032
9564,22824,21888,520,1,394178048
8452,23635,21534,567,1,393903872
4072,24333,22008,31,1,393799424
5292,36173,18087,11,1,393786368
4844,22194,22194,402,2,393390336
5906,24093,21992,69,3,393233664
6866,26035,20877,400,1,392863744
3847,24248,21948,38,1,392768000
3989,30768,19742,50,3,392576512
4948,22422,22191,301,1,392572160
1867,22427,22427,122,1,392559104
8411,29230,20174,102,11,392532992
3102,23153,21794,402,1,392328448
6594,22894,22373,9,2,391932416
5055,27432,20722,86,3,391479808
7238,24141,21867,51,1,391471104
2487,24584,21424,264,5,391375360
4373,24165,21240,502,1,391240448
2025,22454,22454,8,4,391083776
7038,25352,21332,124,1,391027200
9604,23854,21443,414,1,391005440
2706,24910,21632,4,2,390944512
8650,35883,17944,14,3,390735616
7337,26653,20551,355,1,390513664
9124,27952,20512,36,1,390104576
6797,22169,22136,261,1,390056704
6993,23477,21515,389,1,389869568
1001,23698,21904,40,2,389847808
4731,25924,21202,5,5,389799936
1363,22362,22362,22,1,389686784
9968,23019,22057,29,4,388724992
8183,22232,22159,150,1,388698880
6994,21396,21353,960,1,388637952
771,23220,21893,86,1,388411648
7102,23188,21119,671,3,388376832
5831,30531,19512,26,1,388098304
8320,25636,21166,5,2,388037376
8372,24143,21631,22,1,387893760
7672,28974,19973,36,5,387567360
7248,23247,21791,88,1,387232256
9490,35524,17787,17,1,387149568
2969,22070,22070,165,3,387119104
584,22215,21285,703,7,386918912
9145,21746,21519,633,1,386636032
1490,35670,17493,167,4,386596864
855,27268,20085,310,1,386322688
739,34784,17962,14,4,386200832
9390,22031,21846,203,115,386148608
1840,27016,20357,120,4,385508864
6084,22122,22122,2,1,385160704
9,25505,20688,226,1,385060608
7406,34876,17809,38,1,384982272
5068,26367,20197,357,4,384721152
8567,30969,18699,326,5,384664576
258,23194,21172,407,1,384473088
5439,28885,19788,15,1,384346880
2527,24479,20417,620,1,383916032
7218,23626,21413,82,5,383894272
6374,24945,20621,330,1,383559168
5471,23547,20879,462,1,383141376
3762,21397,21397,606,6,383119616
687,24928,20650,238,2,382275328
4590,26792,19979,269,1,382153472
5301,23547,20228,891,1,382109952
5726,22277,20949,642,1,381661696
9463,25341,20344,285,35,381326592
6722,23141,20922,419,1,381187328
5991,34889,17504,45,1,381178624
2248,26202,20303,116,2,381165568
6638,22947,21392,97,1,380873984
474,23250,21194,166,1,380808704
262,21524,21172,570,1,380042752
3768,22076,21528,150,1,379781632
889,21297,21277,506,1,379311616
1610,28235,19576,26,1,378941696
8337,25148,20590,30,1,378815488
1623,33428,17860,5,2,378785024
5343,21527,20361,1088,1,378484736
4964,30401,18827,14,9,378484736
2976,22431,21443,27,9,378180096
26,22896,21273,44,1,378175744
4600,21837,21638,2,3,377627392
183,22394,21193,179,1,377296640
7929,29546,18944,63,2,377052928
6674,21668,21645,3,3,377000704
4451,21726,21566,35,2,376765696
8981,25104,20464,7,1,376578560
9539,23694,20914,14,5,376491520
6306,41078,15107,14,1,376278272
3649,20441,20339,1200,2,375433984
7731,21867,21071,294,2,375425280
9773,25999,18646,1076,1,375346944
4336,27996,19392,12,1,375255552
7240,24719,19590,680,1,375207680
6463,21816,21249,146,2,374950912
4703,33260,17459,79,39,374589696
1256,21167,21164,348,1,374520064
2615,28541,19115,19,6,374198016
8881,29539,18797,6,1,374097920
4344,24562,20435,21,1,374084864
953,29130,18352,433,10,374058752
6729,30600,18428,5,7,373958656
5136,25756,19719,230,1,373571328
9285,22380,20341,603,1,373492992
3113,24497,20083,256,1,373297152
1361,31219,18151,20,2,373231872
2726,21417,21417,7,1,372975104
3853,20664,20645,773,1,372953344
8277,22294,20635,345,3,372492032
228,23199,20375,297,1,372174336
112,21333,21333,10,6,371630336
9051,21282,21282,61,1,371565056
1200,23679,18641,1434,1,371417088
4090,21276,21276,52,1,371303936
114,20600,20600,720,1,371164672
6296,22735,20691,113,1,371077632
6144,21072,20929,330,1,370725120
8189,21500,21186,21,2,370577152
7294,22161,20621,278,2,370551040
5662,27937,18913,113,2,370516224
9730,24543,19999,146,1,370485760
130,23267,20333,205,1,370320384
7107,23394,19941,439,1,369828608
6471,26577,19049,303,1,369667584
7178,23285,20366,126,1,369454336
1285,26751,19206,122,2,369336832
691,21532,21057,32,9,369315072
4239,21775,20355,496,1,369180160
3533,22851,20262,285,1,368975616
617,21572,20567,345,1,368435968
2175,24875,19875,25,1,368205312
5299,24581,19924,41,1,367844096
5943,24853,19852,22,1,367757056
7800,21743,20729,132,2,367600384
1796,22016,20455,264,1,367495936
8444,21097,20865,133,1,366568960
1638,21531,20867,13,2,366407936
546,24128,19802,158,1,366316544
3261,21838,20030,552,1,366185984
5658,20791,20770,254,1,366103296
9207,31917,16869,377,2,365746432
2457,20256,20256,741,3,365568000
4440,23501,19985,133,2,365554944
6830,28534,18400,61,2,365511424
6127,23526,19907,180,1,365450496
4989,22842,19464,678,1,365359104
5263,22634,20002,315,1,365158912
8006,27210,18540,263,1,365080576
6483,28094,18324,196,2,364954368
5977,20940,20940,18,5,364915200
1535,22838,19964,276,1,364871680
863,22103,20030,362,4,364070912
475,24480,19029,515,1,363970816
1113,22419,20373,16,5,363914240
8421,21269,20665,74,19,363914240
4099,20889,20847,33,1,363687936
5794,21602,20594,38,5,363627008
730,23354,19480,427,2,363439872
8579,19892,19886,973,1,363165696
9647,28644,18204,20,1,362704384
5302,21240,20509,134,1,362560768
3163,23439,19200,531,2,361964544
1214,22011,20246,89,9,361803520
1529,29111,17868,84,1,361464064
4696,21674,19928,393,1,361372672
2623,20052,19833,863,1,361255168
6948,23027,19498,366,3,361202944
5327,20671,20412,268,1,361150720
6120,25255,19207,21,6,361133312
4940,30061,17605,20,3,361076736
1523,25052,19171,59,1,360376064
2958,21422,20410,34,1,360319488
3480,20327,20065,565,2,360306432
303,24567,18707,522,1,360267264
9909,31799,15782,900,4,360171520
4489,31635,17014,16,3,360141056
4447,20556,20556,114,1,359849472
7831,21845,20162,56,1,359305472
9015,20920,20307,173,8,359301120
8519,23493,19071,456,2,359209728
5708,20559,20556,69,1,359079168
4103,20549,20549,10,2,357930240
7806,22723,19373,348,2,357921536
9529,20500,20042,397,1,357821440
4192,21000,20326,51,1,357682176
6885,26319,18614,4,2,357673472
7436,20334,20334,210,1,357656064
4123,32312,16584,14,11,357542912
6561,20131,20090,434,3,357512448
1625,24814,18973,100,3,357495040
7953,28207,17933,17,4,357251328
3042,26490,18507,10,1,357112064
8096,22591,19010,573,1,356511488
3408,32992,16271,12,3,356276480
6505,20414,20414,32,1,355950080
4185,21249,20096,26,1,355327744
1494,26551,18345,8,6,355292928
358,22522,19308,290,1,355175424
8767,28432,17313,296,2,354966528
4064,20371,20371,9,5,354853376
6225,22071,19761,28,1,354566144
8497,20595,19922,270,1,354457344
2091,28341,17376,189,2,353530368
945,23436,19138,94,1,353521664
4805,20088,20028,256,2,353404160
7854,20287,20287,8,5,353373696
8531,23167,19277,37,6,353238784
677,20218,20195,28,5,352220416
9162,20812,20001,25,1,352168192
4597,20856,19854,118,3,352085504
1379,24698,18459,203,1,352046336
4210,24696,18455,203,1,351985408
5004,22584,19216,157,2,351941888
8018,20065,20064,145,9,351933184
8799,20400,20091,38,4,351815680
7400,22607,19268,98,3,351706880
5008,25206,17602,698,2,351698176
5629,19712,19702,489,1,351554560
8333,20013,19821,321,2,351506688
5177,20141,20141,37,1,351284736
4459,20933,18884,778,1,351219456
554,25027,18439,87,1,351197696
1367,24255,18560,185,1,351123712
8987,20129,20129,4,1,350501376
8091,21042,19670,94,1,350048768
99,20957,19510,229,1,349939968
4483,20048,20048,36,1,349648384
5031,20023,19998,77,2,349613568
7968,20770,19477,275,2,349509120
4165,26670,17430,335,1,349491712
7803,22334,19187,61,1,348791040
9130,19970,19256,596,2,348730112
901,20426,19655,177,1,348616960
4369,23511,18795,29,2,348251392
833,21479,19286,157,8,348125184
2908,19976,19657,252,1,347990272
3161,23694,18693,41,1,347911936
6335,21222,18849,537,1,347824896
8003,21603,19425,8,3,347820544
8855,27414,17465,4,2,347437568
6447,20046,19885,18,1,347198208
2334,19915,19915,1,2,346736896
4265,19708,19697,209,1,346597632
8530,19771,18987,709,1,346306048
3344,19847,19847,35,1,346131968
7128,27063,17333,86,1,345601024
6499,27587,17245,14,2,345492224
5197,26263,17693,4,4,345431296
4236,18931,18931,909,1,345400832
9052,35507,14553,44,3,345348608
7303,19907,19771,13,7,345096192
7708,18769,18706,1086,1,344839424
830,21871,18859,188,1,344704512
1800,25884,17237,388,4,344513024
5962,19762,19762,16,2,344334592
6672,23063,18626,39,1,344256256
6979,19534,19430,311,1,344130048
5093,29112,16635,9,3,344090880
4186,19881,19701,18,1,344077824
3995,21638,18043,802,1,343725312
9439,23626,18184,194,1,343633920
8564,19697,19697,33,6,343551232
2678,22855,18301,268,3,343120384
1033,28051,16834,61,5,343002880
2294,19691,19691,10,1,342981120
3371,21598,18389,479,1,342445824
7832,26189,16693,600,1,342389248
8867,20103,19118,290,1,342167296
6228,27874,16886,14,2,342054144
6451,22103,17860,688,3,341401344
5700,20955,18811,254,7,341318656
8434,23801,18136,47,1,341209856
6585,22344,18680,1,1,341170688
8816,21247,18906,88,1,340861696
5928,22746,17973,400,1,340635392
6442,19502,19502,46,8,340409088
811,21868,18222,408,1,340204544
6045,19515,18882,485,1,339921664
7613,21919,18515,157,3,339908608
3054,22524,18238,214,1,339891200
5254,26934,17030,14,1,339830272
1726,22981,18116,130,59,339582208
6465,19350,19130,288,2,339025152
2179,29482,16080,42,1,339003392
7818,24321,17802,7,4,338455040
9161,19998,19187,43,1,338311424
1038,25894,17270,1,1,338211328
8414,20520,15114,2938,2,337815296
875,19088,19065,328,2,337732608
8453,19396,19111,199,1,337414912
7528,19366,19366,10,1,337323520
8148,21469,18578,33,1,336588032
5583,19541,18721,404,1,336522752
9095,20900,18625,130,8,336505344
2357,22636,18031,137,2,336348672
3706,21234,18526,91,11,336026624
6853,20996,17969,569,1,335909120
9083,20757,18154,444,1,335108352
7826,25504,17124,22,2,334986496
8173,28969,15831,115,6,334855936
1106,19224,19224,4,3,334773248
9795,19402,19032,93,8,334655744
5000,18814,18760,447,1,334616576
2161,20503,17962,621,1,334577408
1853,22343,17899,206,1,334538240
3885,19839,18317,502,4,334290176
3727,21976,17938,249,1,334198784
4437,21273,18470,23,3,334177024
4803,20494,16798,1457,2,333907200
251,23390,17179,443,3,333846272
3940,19616,18622,298,6,333776640
229,23484,17627,78,2,333737472
5187,19153,19117,26,1,333424128
4921,19098,19098,46,1,333284864
1250,21438,18222,114,1,333215232
7047,24303,16962,336,1,333097728
4348,22243,18012,40,1,332688640
9156,19121,19070,6,2,332336128
5948,19479,18832,95,1,332323072
1603,18952,18952,134,1,332275200
3418,23046,17639,92,1,332218624
650,19080,19080,1,1,332188160
3811,28543,15796,96,2,332162048
5516,19132,18937,81,1,331940096
7719,20036,17887,642,1,331931392
9260,20356,18531,65,3,331713792
7051,20980,18178,159,1,331430912
9729,23957,17217,106,1,330917376
9064,28184,15921,8,1,330686720
4505,23035,17185,346,1,330664960
765,25038,16509,349,1,330608384
2267,22541,17790,6,4,330534400
8820,22745,17485,177,2,330390784
6910,22913,17415,182,1,330281984
3793,20421,18024,332,4,330038272
1155,19831,18166,365,1,329859840
388,18942,18937,8,1,329842432
31,18846,18478,369,2,329729280
2895,36284,13142,5,1,329603072
4962,20334,17681,574,1,329355008
5770,20943,17890,258,1,329233152
7765,19495,18682,18,6,329159168
5023,22456,16678,777,1,329028608
6253,20070,17889,450,3,328789248
2478,21672,17711,161,1,328380160
8721,18790,18790,17,9,327522816
9651,21826,17010,598,1,327505408
3626,19105,18447,188,3,327313920
9544,19459,18053,390,1,327200768
4054,19617,18270,181,1,327083264
8068,21357,17759,120,1,326922240
705,20645,17299,640,3,326896128
2346,26111,15449,644,3,326600192
292,19318,18293,198,6,326443520
6440,24323,16323,424,1,326373888
9443,28698,15374,35,10,326369536
4985,18701,18701,37,1,326217216
2505,19481,17990,370,1,326125824
9507,18396,18153,512,1,326003968
2384,24914,16443,164,2,325999616
5196,19268,18254,201,1,325703680
8056,19202,17974,423,7,325703680
5859,19740,18333,8,3,325455616
573,18943,18251,268,1,325416448
6320,22270,17376,77,11,325277184
3807,20987,17639,203,1,325190144
1081,18435,18369,288,1,325094400
6691,23504,16626,319,9,325042176
1950,19040,18262,211,1,324989952
3770,21341,17646,66,33,324855040
4663,23478,16775,198,14,324833280
4066,26873,15886,18,1,324698368
1407,20172,18075,36,7,324506880
7786,18388,18259,341,1,324376320
2197,18800,18505,49,6,324363264
5695,22552,17145,131,1,324297984
192,21291,17566,108,1,323906304
5861,22455,17066,190,1,323871488
4613,20846,17765,65,3,323845376
396,19302,17451,673,1,323584256
4765,19577,17992,189,2,323431936
4780,18433,18424,129,1,323035904
4254,18422,18422,104,1,322526720
2789,19837,17174,685,1,322504960
9449,18608,18183,223,5,322339584
929,29393,14878,7,1,322313472
8080,24413,16397,106,2,322209024
9966,19291,17663,436,1,322178560
2617,19744,13541,3409,1,322087168
5607,22129,17202,61,3,322008832
1174,25779,15820,186,1,322000128
3808,18480,18480,8,5,321917440
2491,19821,17798,181,1,321808640
5890,26341,15851,8,2,321765120
8869,17064,17064,1405,10,321651968
499,22298,17150,38,1,321638912
208,24978,15790,375,2,321425664
9742,21112,16639,690,1,321155840
4081,18132,17950,435,1,320864256
4310,21631,16822,399,2,320751104
333,18390,18387,25,1,320555264
1189,21845,17195,41,15,320489984
6245,22798,16839,62,3,320198400
6566,18778,17801,323,1,319780608
2492,21463,17216,85,6,319750144
9917,17992,17690,592,2,319606528
8516,23559,16238,289,2,319602176
2115,18349,18098,196,2,319593472
672,21282,16794,425,1,319306240
7071,18260,17748,463,1,319271424
2484,20545,17019,392,18,318683904
1229,20197,17211,303,1,317904896
2377,21891,16774,200,1,317778688
222,20885,16602,579,1,317752576
8502,17311,17234,995,1,317691648
8483,18223,18223,17,3,317574144
8332,19460,17711,80,1,317343488
8340,18068,18068,155,1,317252096
5240,28987,14571,35,1,317025792
5590,28884,14584,25,4,316612352
4092,21191,17052,81,2,316303360
2739,18115,18115,46,5,316225024
1616,18144,18144,14,8,316211968
9948,23637,16292,19,13,316090112
4321,17961,17765,340,2,316064000
5168,20302,17208,171,1,316024832
674,19042,17589,196,4,315990016
1125,26676,15167,101,4,315937792
3057,17919,17919,210,3,315641856
3560,20133,17233,150,25,315563520
8906,26842,15199,10,3,315480832
5156,17815,17598,464,1,315393792
1220,20838,17179,20,1,315350272
4135,18304,16944,825,1,315267584
7977,31789,13482,9,8,314640896
1224,18711,17446,301,1,314471168
4616,20331,17021,212,1,314423296
2068,20848,16308,608,1,314257920
8211,19117,17343,263,1,314231808
7998,17770,17770,276,3,314196992
6334,18726,17610,155,1,314136064
9591,20105,16965,284,1,313961984
9533,18164,17748,182,1,313961984
4981,22144,16530,95,1,313866240
1658,23642,16077,56,1,313792256
1606,18798,17660,66,5,313605120
8326,20786,16259,582,1,312895744
9977,19256,17187,267,2,312882688
8050,19519,17431,9,2,312721664
2147,19096,17499,51,3,312512768
3502,21358,16626,135,1,312395264
5668,17488,17486,443,1,312142848
4740,17616,17399,461,1,311877376
7692,20744,16180,591,1,311838208
3946,17879,17879,18,1,311577088
5483,17897,17856,29,3,311572736
7378,31387,10632,2065,1,311381248
7186,20380,16525,368,1,310876416
6538,18168,17720,20,4,310832896
7194,17795,17795,58,1,310811136
8910,22542,15962,246,1,310811136
797,18721,17477,54,6,310684928
3709,18145,17631,68,1,310367232
8857,17884,17191,458,1,310275840
1124,18845,17324,117,1,310258432
1025,17666,17666,134,1,309888512
6208,22103,15707,481,1,309662208
2596,27763,14396,36,1,309431552
1753,17635,17635,136,1,309383680
9515,18043,17129,411,1,309340160
1411,18106,15879,1321,1,309135616
7168,18342,17013,410,1,309109504
6971,17796,17718,12,1,309009408
9006,22269,16004,160,3,308700416
4883,17729,17310,280,1,308056320
5395,17679,17677,4,1,307825664
3254,25018,14998,173,2,307742976
3787,19065,16948,195,1,307664640
9116,28190,14149,4,1,307507968
4760,19075,17007,135,3,307460096
4118,18292,17155,216,1,307368704
649,21479,16301,11,2,306533120
3199,25766,14861,7,1,306306816
1479,18797,17143,26,2,306115328
9388,17551,17551,21,3,305945600
8963,17150,17004,520,1,305719296
8681,22503,15885,18,1,305667072
8293,16629,16600,948,1,305627904
2849,23172,15509,119,4,305466880
8854,24145,15300,30,1,305384192
7952,23725,15277,141,2,305201408
5157,17489,17441,77,1,305188352
4671,18361,17181,53,1,305170944
8165,17707,16800,488,1,304922880
7280,17409,17234,220,1,304626944
3930,20445,15995,387,1,304570368
3444,17166,17166,316,2,304365824
8492,18501,17039,73,3,304300544
4874,18808,16369,500,1,304296192
1794,19969,16434,140,3,303956736
8921,19071,16137,561,1,303473664
612,26788,14186,67,13,303142912
3674,20960,14818,1057,1,303108096
9699,20324,15924,378,2,302973184
841,16169,16169,1232,1,302942720
8595,22290,14723,780,1,302833920
5827,20000,16097,311,2,302655488
8239,16984,16562,689,1,302168064
9719,24672,14842,35,3,301811200
6931,21568,15404,390,1,301793792
379,21614,15841,40,1,301606656
7963,17305,17305,8,12,301554432
9945,18437,16402,405,1,301458688
9231,24951,14713,36,1,301332480
8463,17186,17186,113,4,301206272
8199,17021,15955,1067,2,300997376
5,20864,15855,168,1,300753664
3364,16822,16822,448,1,300662272
1622,19344,16185,288,2,300549120
2121,21014,15851,108,1,300309760
6453,17150,17150,95,1,300227072
3104,26937,13726,214,1,300187904
6325,22675,15238,144,1,300161792
1944,17273,17107,88,1,300079104
6364,20256,16056,75,1,299112960
1088,17121,17121,51,1,298956288
4266,23198,14858,227,2,298934528
7580,17055,17054,96,1,298577664
488,19128,16469,5,1,298377472
9524,17192,16530,441,1,298338304
6034,18577,16551,57,10,298072832
7461,24097,14659,95,6,298003200
7429,18431,16147,399,1,297998848
1263,17065,17065,45,2,297890048
6813,18298,16434,209,1,297859584
8589,19467,16272,33,1,297768192
3348,16515,16397,670,1,297641984
7752,28880,13009,105,4,297424384
4698,16473,16428,636,1,297272064
3462,20576,15579,246,1,297254656
2171,21690,15321,153,1,297115392
1799,20327,15677,217,10,297063168
5876,17209,16985,16,1,296954368
2460,18762,16417,21,5,296436480
50,17108,16881,79,1,296253696
2979,18253,16442,115,1,296131840
2349,20027,15916,59,2,296023040
7652,20040,14506,1101,1,295796736
3271,16979,16979,2,2,295644416
3150,17274,16582,211,3,295396352
8871,19966,15930,18,6,295278848
1684,17113,16802,69,2,295083008
5013,25450,13480,466,5,294943744
8621,16724,16724,211,1,294830592
9538,16843,16455,363,1,294482432
8709,24896,14213,18,2,294264832
4647,16091,16090,811,2,294256128
1495,19582,15415,424,4,293925376
1371,16443,16304,532,1,293712128
6321,18295,16146,185,1,293668608
743,17594,16149,348,3,293520640
4807,30163,12289,79,24,293416192
7525,20536,15478,110,1,293394432
6541,22657,14575,257,1,293394432
4191,17149,16570,129,1,293242112
5581,24888,14135,14,7,293207296
7353,24190,14377,9,1,293163776
7253,22973,14710,56,5,293085440
4574,18457,15582,527,2,292976640
3903,20162,15237,354,1,292867840
7019,21112,15067,239,1,292780800
6308,17370,16575,38,1,292685056
6609,16730,16728,83,1,292680704
2433,16779,16779,30,1,292637184
9266,22027,14878,131,1,292415232
3527,17809,16040,314,1,292415232
6393,21935,14476,441,1,292162816
6141,20026,14922,577,5,292097536
272,16640,16640,137,2,292093184
7366,19456,15438,331,1,292019200
9596,16584,16499,238,1,291753728
6077,27729,13097,2,2,291745024
3107,20574,15442,29,1,291679744
3692,25134,13942,12,3,291671040
4326,24217,14215,33,2,291597056
6820,16746,16746,3,1,291592704
689,16701,16701,25,1,291192320
2102,21400,15155,4,3,291118336
8480,17768,15662,527,2,291022592
2477,17748,16348,13,2,290944256
4826,25775,13327,270,2,290909440
1143,22700,14683,12,1,290726656
1821,18954,15138,605,1,290687488
2917,25298,13683,109,1,290665728
5832,16743,16531,98,6,290491648
6237,16387,16364,303,1,290265344
8405,21626,14982,8,1,289886720
6793,18042,16155,15,1,289725696
1404,17621,16075,180,1,289721344
1807,16922,16387,91,5,289255680
6129,16600,16053,413,1,289046784
9781,16875,16364,91,1,288698624
981,23951,14030,62,1,288515840
7643,17573,16188,26,1,288306944
4093,23827,14073,47,3,288302592
3216,20503,14913,146,130,288185088
2507,17605,16152,36,2,288163328
9354,18805,14947,619,1,287789056
9832,19301,15570,17,1,287601920
2262,18620,15657,121,1,287584512
8554,19309,15166,310,1,287462656
3305,16132,16077,417,5,287445248
259,16495,16495,10,1,287345152
4280,18236,15560,260,1,287066624
5038,16452,15930,408,1,286709760
4788,16557,16391,34,3,286701056
5683,16405,16041,318,1,286387712
4571,15477,15405,1006,1,286022144
1416,17549,15345,525,8,285974272
3937,24583,13460,185,1,285965568
6968,17020,15917,213,1,285617408
1665,16156,15475,728,1,285051648
3988,18195,15533,170,3,284995072
6545,16328,16067,235,1,284947200
619,18931,15465,15,10,284703488
5361,16491,16124,126,1,284503296
8607,16324,16324,10,1,284368384
7066,22325,14185,108,1,284263936
3247,18088,15411,245,1,284216064
4526,16319,16319,3,1,284159488
18,18971,15362,57,1,284146432
932,16197,16197,117,2,284033280
4553,17009,16054,18,1,283963648
3394,16046,15898,375,1,283950592
7503,20873,14559,164,1,283802624
8349,15290,15290,1010,1,283776512
3645,20579,13931,705,2,283754752
5183,17319,15859,74,1,283741696
6031,20380,14923,6,1,283659008
3965,16986,15960,68,1,283506688
4154,21674,14204,209,1,283437056
3507,16278,16278,1,1,283410944
2337,16321,16247,8,4,283354368
6759,20562,14801,33,1,283328256
5214,18643,15377,65,1,283054080
238,16234,16205,30,6,282836480
9640,20138,14857,12,1,281848576
6727,16229,15958,153,11,281796352
9275,15987,15575,500,1,281652736
8529,17209,15151,509,1,281591808
6316,18663,15102,142,8,280982528
3732,23761,13568,10,5,280804096
5495,16058,16058,52,1,280468992
9864,19831,14792,49,3,280334080
7375,18967,15039,81,1,280329728
8367,18445,15152,118,2,280190464
9121,22405,13906,50,4,279998976
2096,17299,15170,380,1,279985920
960,15832,15693,330,12,279703040
4919,18924,15083,10,1,279481088
8747,17412,15346,187,1,279415808
1351,16458,15894,9,2,279333120
6350,16104,16009,3,2,279189504
7198,16840,15605,120,1,279141632
8061,25586,12793,22,7,278863104
3861,16005,16005,4,1,278710784
351,16188,15786,121,1,278684672
2431,17538,15065,322,1,278645504
6605,23711,13428,5,1,278619392
62,17193,15235,275,1,278545408
9290,15758,15664,312,1,278545408
3947,22381,13811,14,1,277988352
7639,16141,15884,10,2,277840384
5135,17276,14650,647,1,277744640
6265,20485,14397,12,10,277470464
7990,15889,15889,34,5,277265920
7132,18050,15099,87,1,277226752
6851,15899,15899,15,3,277083136
6102,15896,15896,10,5,276969984
17,20827,13619,471,2,276687104
7020,17544,15002,253,1,276647936
5417,16616,14893,566,2,276647936
7296,18806,14879,27,1,276600064
8967,15921,15560,236,2,276587008
1777,18140,14926,151,1,276473856
1572,14409,14379,1488,2,276382464
3286,15881,15860,5,5,276347648
7747,18205,14779,231,1,276230144
1381,20994,13989,112,1,275982080
4046,26602,12235,6,1,275642624
9549,17758,15126,45,2,275590400
7092,17372,14926,288,1,275516416
2036,15905,15424,267,1,275268352
3980,16085,14759,717,2,275216128
6318,24638,12818,29,7,275185664
9542,15797,15796,6,2,275124736
8389,15588,15588,213,3,275116032
5823,19390,14331,206,1,275102976
1333,15746,15746,38,13,274950656
985,16125,15661,11,2,274876672
9994,17750,13780,1013,1,274820096
6540,15662,15531,218,1,274754816
8207,18396,14854,38,2,274693888
2776,15767,15767,11,1,274689536
6992,20064,14323,16,1,274624256
4119,15085,15022,731,1,274528512
1307,16471,15359,131,1,274515456
4675,15871,15549,126,1,274297856
4997,15613,15585,158,1,274202112
6421,20375,14030,119,1,273945344
956,15553,15324,351,1,273893120
8499,15591,15468,233,1,273884416
7602,17785,14616,322,1,273858304
7815,18529,14575,155,7,273732096
6850,24116,12878,30,1,273636352
3494,16681,15330,40,2,273479680
1476,15348,15340,365,1,273453568
8304,15655,15655,37,1,273192448
2875,24702,12663,6,4,273000960
5769,27475,11682,37,1,272761600
8933,15961,15497,42,4,272587520
4089,23501,12730,226,3,272465664
4278,14997,14989,658,1,272443904
1310,15393,15180,410,2,272356864
1202,21998,13499,12,1,272213248
5840,17134,15121,9,1,272169728
1028,15837,15526,8,1,271795456
8639,20300,13951,62,1,271595264
1308,17383,14890,72,14,271503872
2332,15656,15535,28,1,271473408
2327,16803,15119,33,2,271133952
6925,19288,14296,9,6,270838016
9660,24606,12517,9,10,270807552
5140,15697,15482,12,1,270681344
4723,15294,15294,249,1,270598656
8856,16948,14985,63,1,270524672
8475,17338,14220,529,1,270346240
4899,15267,15266,254,1,270202624
7315,22997,13010,4,1,270037248
3537,17857,14336,263,3,269515008
8180,15433,15424,35,8,269266944
3822,21856,13271,47,1,269227776
1597,15617,15136,206,3,269219072
1907,19805,13534,337,1,268783872
1601,22240,13137,21,2,268709888
2411,23978,12479,78,4,268701184
5777,24001,12512,45,3,268644608
2634,17409,14510,190,2,268553216
5185,15404,15404,18,1,268492288
2517,15025,14591,691,28,268296448
1775,20289,13282,365,1,268087552
4404,15270,15255,140,1,268087552
1145,15943,15020,120,1,267600128
7244,15342,15342,7,1,267221504
2473,18755,14003,155,1,267169280
5885,15296,15296,41,1,267012608
47,15503,14949,247,1,266969088
470,26849,8879,1962,1,266951680
2526,15367,15118,131,1,266564352
497,15267,15267,39,2,266486016
6123,17772,14439,11,4,266116096
6352,15278,15278,2,1,266020352
2383,18962,13854,148,1,266002944
1707,15370,15206,22,1,265828864
9027,19699,13758,10,1,265554688
381,15061,15061,191,1,265532928
5119,18183,14259,5,1,265411072
